Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-18_12-16-06,39.62,15,1.596804518835768,47.44364022877967,MC1-01B,17.19713255465441,15.85063242363679
