epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_temp,val_loss_temp
1,1.3592364704755444,51.58935661636013,1.619602970346656,36.99449925411976,6.2e-05,2.3e-05
2,1.1441187636227312,61.026933501355174,1.7998322043252915,37.82125574888892,3e-05,2.6e-05
3,1.0790757902914185,63.53130907017912,2.1157436825405758,35.75001112532142,1.7e-05,1e-05
4,1.0359635809638248,65.08411093442147,2.029131334254593,37.42616172541159,1.1e-05,1.2e-05
5,0.9735269986064355,67.17828317681298,2.4039580627648487,34.68643039708691,4e-06,3e-06
6,0.951965682774841,67.86142198485803,2.397571624141131,34.879914247957295,3e-06,4e-06
7,0.9340077650785835,68.35863662276095,2.3601214670253046,34.95556643364762,2e-06,4e-06
8,0.8971306103872053,69.47593187114325,2.466913044502671,36.86602597714182,2e-06,1e-06
9,0.8857312876938049,69.83367837818916,2.7563833172305765,34.334870240055416,1e-06,1e-06
10,0.8756582083277361,70.0507565983578,2.6119792236507204,35.689063712297255,1e-06,1e-06
11,0.8544974070749337,70.66303619470531,2.807910500507855,34.852052573431955,1e-06,1e-06
12,0.8475026754942032,70.84951043635672,2.687780032279474,36.0487501910653,1e-06,1e-06
13,0.8421966796484687,71.02323302029264,3.108917083848809,33.539458129127254,1e-06,1e-06
14,0.829619608881884,71.36782781761629,3.053301154043721,34.44496255120066,1e-06,1e-06
15,0.8260917113976557,71.49039375118765,2.955949151998384,34.99697197773388,1e-06,1e-06
