Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-18_10-46-46,43.13,15,1.2973503944760012,54.31654603431695,MC1-01B,5.6487962563484215,16.249422589907685
