epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,62.32622362114729,24.90493262059473,2.8506794072317376,25.014931416713065,0.280218,0.269409,5981.017498,26.202223
2,46.54208325347157,45.24695112192311,2.9755402285464894,10.37181758364124,0.279034,0.353509,4462.772268,14.206212
3,2.457678967534268,28.176274767132938,2.3524189006946177,39.79409829427545,0.287077,0.279006,3.330597,4.11062
4,5.310774940235706,40.29661875953608,2.085641469619725,40.62337399402743,0.290168,0.270955,323.234486,3.232419
5,3.8311154712059636,47.113782102578874,2.402744556440421,28.755782760540566,0.272059,0.286776,204.115832,1.833157
6,1.7061955735723202,50.63682340514069,1.6606571863621613,52.07389785898668,0.265612,0.262688,4.218303,6.749804
7,2.3202900068619727,52.91753358300524,1.6140547796405207,48.09070202966038,0.269855,0.262187,74.543546,2.819559
8,1.712256859738127,57.434087683919635,1.5256311559920888,51.83479273169004,0.269977,0.275169,31.925591,2.303307
9,1.2484718575881109,61.70854539440692,1.7111120031596425,47.04216227159994,0.260667,0.262739,2.165385,7.202985
10,1.171262216326326,64.13863192599469,1.5444081496552802,53.745609151186926,0.258446,0.261422,2.127731,3.14339
11,1.122632240019635,65.8603544487479,1.5736102477040508,53.895429468036646,0.258221,0.260711,2.155473,1.821672
12,1.060929022424308,67.67965173970103,1.6382658658052025,52.43427645897657,0.255769,0.258818,1.322994,1.831243
13,1.042777018627546,68.34394972418724,1.6757507775026204,52.33385635470972,0.25523,0.257745,1.387825,1.851625
14,1.0289226393491915,68.83491778965676,1.68594138210515,52.57032950346713,0.25478,0.257494,1.391458,1.620865
15,1.0007482175542215,69.67387941060359,1.6850727960195366,53.60651920838184,0.253674,0.257089,0.937753,1.788137
