epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,2.3524458678211366,44.06677123011427,1.5433234031375267,50.66052538340842,0.294831,0.27047,46.739915,2.210497
2,1.1666896839689183,64.24612955197763,1.6425726787089554,52.90337601862631,0.262341,0.264107,1.306934,1.820353
3,1.0595285044168934,67.74836486241371,1.6477608865081055,55.269524725413774,0.25914,0.26416,0.763593,1.338472
4,0.9973434982196727,69.9645764646885,1.6071497727384112,58.011641443539,0.257751,0.260301,0.587091,0.948877
5,0.9222635226935623,72.65729863534031,1.6416585237842198,56.095763526851236,0.255075,0.257842,0.416348,0.852507
6,0.8924603648114654,73.7531342359933,1.6407150173935443,58.62509490307233,0.254178,0.256698,0.388368,0.761396
7,0.8684896104326093,74.67073183743584,1.644566650018703,56.918155590423645,0.253143,0.255136,0.37234,0.765482
8,0.825766050873328,76.12080279120387,1.7094882386661272,56.30713164954193,0.248679,0.248858,0.330535,0.794114
9,0.8048130341746502,76.61139741578909,1.7842403077256217,55.38695146024194,0.239444,0.23532,0.329817,0.784652
10,0.7825844639795567,76.95843069470675,1.7259157675314318,56.43690843751582,0.225737,0.221268,0.330771,0.775502
11,0.7521856183654583,77.85538235011683,1.7690658442626666,55.2027129624943,0.21737,0.217369,0.310134,0.78703
12,0.7429032266358121,78.05880093466918,1.7854550366788557,55.438578731588805,0.214314,0.214315,0.307894,0.774086
13,0.7348787563351815,78.29951025895457,1.8611235827714705,54.52710431745711,0.211795,0.212312,0.306372,0.851003
14,0.7199330923924183,78.80333536058384,1.8341364358473917,55.39747937439895,0.209694,0.210467,0.297723,0.790889
15,0.7155368630880456,78.9530318064936,1.8462577575610801,55.63840664068431,0.208555,0.209455,0.297089,0.784274
