epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_energy,val_loss_energy,tr_loss_mono,val_loss_mono
1,8.693880057508645,32.66391387386234,1.7627683960190124,42.4036037859999,667.486891,2.000972,0.0,0.0
2,5.708773525201059,47.599361949574806,2.0943717951006375,36.98597965278129,421.597834,2.033012,0.0,0.0
3,1.5146629465606591,48.984667584264265,1.6227695862274394,46.644733512172905,2.867754,4.880958,0.0,0.0
4,2.035457003944763,53.43896375489474,1.8269675600894968,41.36862884041099,75.273124,2.258509,0.0,0.0
5,1.2308769337286871,55.466427664500706,1.2973503944760012,52.0524371108974,2.690387,1.98568,0.0,0.0
6,0.9698436434722294,62.07579782977497,1.4474811874935307,49.080933340082,1.860528,2.755846,0.056597,0.001933
7,0.8888676748934312,64.88071231181247,1.3588558824365122,53.30505643569368,1.716669,2.733074,0.054131,0.003571
8,0.8454422151950937,66.41688806376236,1.469675580776431,50.94558890519816,1.556631,1.922062,0.050512,0.004068
9,0.7934090684575288,68.04220948966636,1.365404000901006,54.07663106746976,0.978148,1.300582,0.037368,0.002094
10,0.7784382525875542,68.55243643502662,1.414606365723643,52.81874778559498,0.993043,1.392023,0.036858,0.002257
11,0.7678499207847391,68.95255166821379,1.49060979738158,51.34402996406337,0.994948,1.314753,0.036496,0.002023
12,0.7430632450658363,69.7483008439764,1.4293520021610562,54.31654603431695,0.700784,1.101407,0.028969,0.001614
13,0.7372217050469764,69.97055151883742,1.4508834442837057,53.502252366249934,0.715687,1.062893,0.029551,0.001509
14,0.7321274718104176,70.1863470012697,1.4896164432935353,52.32596041909196,0.721723,0.967051,0.028388,0.001239
15,0.7187641934309699,70.62140563148853,1.4338608694477182,54.24366047476844,0.578647,0.849522,0.024927,0.001385
