epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,1.067462982770994,59.03438857057499,1.503906575293714,45.62008402085337,0.0,0.0,12530027.654437,11998416.591192
2,0.8290106382591871,66.44297557696616,1.4558394695816237,50.54350356835552,0.0,0.0,8447927.885738,7830947.544625
3,0.7587563299045759,68.99720452823746,1.412055345757828,52.516475173356284,0.0,0.0,5367441.901218,4492588.998884
4,0.7178645790806794,70.46936184287742,1.4277733754624164,54.10072379409829,0.0,0.0,3956496.012792,3981280.47458
5,0.689461418225419,71.56599767399678,1.4297660817247766,55.067874677329556,0.0,0.0,3015619.136904,3020082.237335
6,0.6690331178667064,72.35379789379341,1.4424672828788863,55.067672217441924,0.0,0.0,2480111.354652,2469916.512257
7,0.627633224093484,73.94353573829264,1.6091994171373791,52.2026623475224,0.0,0.0,2393846.513812,2524398.980701
8,0.6167725109068778,74.32673943429042,1.6710215806632822,52.550488434478915,0.0,0.0,2333198.516886,2509908.25422
9,0.6084773549517368,74.7073823927958,1.4997351818188016,54.57164549273676,0.0,0.0,2362946.256173,2557533.536705
10,0.5865672819576736,75.5526391600781,1.6294366475606235,52.932125322670444,0.0,0.0,2459916.288976,2673352.902005
11,0.5813437009833807,75.71172497679332,1.5456608159242688,55.406590069342506,0.0,0.0,2535966.326068,2794066.775955
12,0.5767568153460848,75.93664308654226,1.596935764877771,54.52224528015387,0.0,0.0,2523410.715009,2903199.101777
13,0.565083198364434,76.40152363880797,1.627678465501327,53.8235562079263,0.0,0.0,2631875.305395,3036904.265563
14,0.5616970641197364,76.51771710252552,1.6585071559078317,53.82274636837576,0.0,0.0,2728759.612324,2949174.564989
15,0.5595417265811999,76.6199332074304,1.6639262922607694,54.30014678341853,0.0,0.0,2755114.149973,2994220.29321
