epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_temp,val_loss_temp,tr_loss_energy,val_loss_energy
1,1.8327983820352662,49.812175582825766,1.4546945142446852,51.59034051222915,7.2e-05,2.4e-05,13205.689087,11565.489659
2,1.2037802422898045,58.100053006890896,1.464473772285618,46.29449403005578,3.3e-05,2.1e-05,10938.240367,17521.740294
3,1.1228576136003543,60.31614109834278,1.3794816721229035,51.90823447920919,3.2e-05,1.2e-05,10045.749184,10653.816399
4,1.0779778979611905,61.65476511946552,1.3773676558363277,49.30877894276554,1.6e-05,5e-06,8981.717104,8283.855102
5,1.0465113826582868,62.62684148939363,1.4445320584210948,49.11394070493906,9e-06,2e-06,7915.060562,9238.851966
6,1.0240657382974416,63.294828327682595,1.5206726441478189,47.457718941488544,1.4e-05,3e-06,7338.094534,7120.19521
7,1.0062412393364106,63.806094792322995,1.524267982858914,48.274994727565065,2.6e-05,7e-06,7006.75751,7242.702732
8,0.965285929312582,64.95099362917179,1.5738541519429285,47.915695216498754,2e-06,2e-06,6640.328787,7029.093883
9,0.9557671262682679,65.26263414243851,1.5982669566554406,47.65333111471851,2e-06,1e-06,6577.682422,6932.409977
10,0.949027197629749,65.4802124276156,1.6043102491740193,48.117305389105695,2e-06,1e-06,6594.421212,6887.660718
11,0.9270967948764247,66.11614509886286,1.631884300998735,47.740979299162795,0.0,0.0,6542.722347,7055.776532
12,0.921448064242414,66.2757158430596,1.5959873828790954,49.02977522981045,0.0,0.0,6433.815028,6947.319204
13,0.918148155467758,66.39318111354477,1.6181738589402384,49.17101844094582,0.0,0.0,6102.886674,6777.608032
14,0.9051761650083656,66.72332403212418,1.6731810561556792,47.71640685010225,0.0,0.0,5563.624792,5785.093524
15,0.9021583963888118,66.83773890605778,1.662109117445152,46.745698370285524,0.0,0.0,5348.624098,6238.633846
