epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,1.040033450675919,59.770760645732636,1.3732525800682365,49.07485954345295,0.0,0.0,1576855.698517,1476936.741799
2,0.7761468722284468,68.25475070153537,1.402174264554306,52.68714885863238,0.0,0.0,975479.043994,848833.024483
3,0.7110257478502513,70.73333119938542,1.3988264996084587,53.495166270182715,0.0,0.0,846456.11303,741243.899688
4,0.672613293212399,72.14280379415938,1.4590817053754748,52.77704104874221,0.0,0.0,737386.836346,958120.158885
5,0.6249337687124451,73.95948699892236,1.5449211050898475,53.05967505188035,0.0,0.0,744882.667138,751298.732721
6,0.609444640249619,74.56979610127716,1.5674180982487824,52.470314318975554,0.0,0.0,759287.861797,814151.670182
7,0.5965925551016141,75.08167685626795,1.5821937047614014,53.342713974793746,0.0,0.0,726134.795835,615549.393616
8,0.5725548521539775,76.03384441385785,1.6673731326127683,51.67808877866072,0.0,0.0,762721.316843,844285.711472
9,0.5650595986708157,76.30720314117131,1.6496845538763283,52.398036139089946,0.0,0.0,805110.11052,853282.022748
10,0.5585751956012337,76.5942191351109,1.7303714199956024,51.05430986485803,0.0,0.0,808521.703311,852408.702986
11,0.5450950984341865,77.11308856950801,1.7776594800267762,51.60155894113478,0.0,0.0,815144.613161,929314.145168
12,0.5408826732632191,77.27430833413356,1.723996543715573,52.39277218201144,0.0,0.0,872641.012454,995595.607417
13,0.5370157924713986,77.45147935938884,1.7699636158772059,52.26805689122842,0.0,0.0,848262.677577,964654.086464
14,0.5292759663586315,77.75396647567833,1.7701077362016042,51.82871893506099,0.0,0.0,880793.218191,1032000.068884
15,0.5275570208838625,77.79739231565358,1.7577935844231105,52.06357240471732,0.0,0.0,904417.502881,931526.587855
