epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,1.0755078984666835,58.833584072212794,1.3212004466367442,52.20549678594928,0.0,0.0,43709782.339026,62189728.141868
2,0.8388710754091669,66.14571663305698,1.397622257049022,50.46150731386344,0.0,0.0,47352602.389885,48522759.758992
3,0.7746696290943087,68.4502736788195,1.3712082835297754,52.9825378346915,0.0,0.0,29630302.249245,24803013.402634
4,0.7375659129873807,69.81562690054736,1.4704956336650625,52.46424052234651,0.0,0.0,20717426.919557,19522508.453686
5,0.6863761287453769,71.72695069513352,1.4395877321938086,52.30085539302526,0.0,0.0,19697376.796778,19951306.409307
6,0.6712158688698424,72.32173532644069,1.5053596343820126,52.31442020549678,0.0,0.0,19029860.73404,18639504.177062
7,0.6598433623321739,72.76837062407307,1.5130654472306038,52.79748949739332,0.0,0.0,16531580.051281,14504857.357913
8,0.6322992302831036,73.79426608196495,1.5372684726192805,53.286025206256014,0.0,0.0,15398247.639589,15525119.178238
9,0.6251275854161952,74.08160216809108,1.5874344855679392,51.16444804373133,0.0,0.0,14456333.828522,14859203.332235
10,0.6185587533197751,74.33554196942053,1.5361974734348185,53.85736700916131,0.0,0.0,12824881.50324,12296915.055771
11,0.6034416856510776,74.93720858273849,1.5685794422559762,52.91795313053601,0.0,0.0,12331194.065209,12400747.048055
12,0.598798610919297,75.07735561174952,1.5768690124340987,52.98840917143291,0.0,0.0,11994374.250771,12641844.220243
13,0.5955421125788469,75.21712919987623,1.5811069806180709,53.12668927468746,0.0,0.0,11720340.257672,11861843.809453
14,0.5868987188104893,75.5938243547475,1.6384680041598545,51.456192741813034,0.0,0.0,11433220.963951,12573212.81551
15,0.5849815016562467,75.67795525111232,1.6283822269693597,51.72708407146834,0.0,0.0,11548837.21596,11921430.08001
