epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_temp,val_loss_temp,tr_loss_energy,val_loss_energy
1,1.9649781614620994,48.389540640283236,1.5227875823860912,50.662391963454766,3.2e-05,8e-06,3171.297404,4609.606062
2,1.2492362240054293,56.989908688129454,1.3900241512522886,51.24342396761854,6e-06,1.3e-05,2956.447613,2666.454373
3,1.1584586178560048,59.343014591896946,1.4270839433704436,50.31141225797589,7e-06,0.0,2172.121621,1851.742149
4,1.1109902785098518,60.75579825377299,1.425181030092714,51.211305648374065,7e-06,4e-06,2031.806213,2179.655529
5,1.0784553993400063,61.79258303579466,1.5158088229559898,46.278628354284415,1e-05,1e-06,1857.932615,1998.210424
6,1.027444707447531,63.190764799423924,1.529142972298978,47.14253374842069,5e-06,9e-06,1582.06766,1451.331186
7,1.0140706705702738,63.594717313250726,1.4989357886874564,49.21938940366342,3e-06,1e-05,1553.427169,1512.373238
8,1.0033933561307753,63.93386140198226,1.6045627550742516,45.73416479793514,5e-06,0.0,1503.986816,1448.23521
9,0.9785080278940452,64.60484863032194,1.6120763294585114,46.867012744781256,0.0,0.0,1454.273282,1402.421605
10,0.9725896923224432,64.78527208537109,1.5906884267670713,46.70448631005013,0.0,0.0,1489.19412,1747.193534
11,0.9684108412415882,64.96194505285688,1.6517134919042218,45.87308620286008,1e-06,1e-06,1460.306123,1437.371929
12,0.954140957410562,65.32829267804814,1.5795935319704673,48.326654915747454,0.0,0.0,1464.678732,1585.876814
13,0.9517987961041213,65.41585406102793,1.578813293478642,47.8781593494299,0.0,0.0,1504.22505,1680.403122
14,0.9494944437574496,65.51716723174013,1.623273397047515,47.03611763044198,0.0,0.0,1503.054363,1599.526983
15,0.9416752843967834,65.71939352115776,1.6413382344775376,45.709979316576344,0.0,0.0,1505.980594,1693.733753
