epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_energy,val_loss_energy,tr_loss_mono,val_loss_mono
1,9.085812257758255,30.829857881524596,2.074008550811874,45.16416137327098,615.388164,2.727489,0.0,0.0
2,5.519590056120538,38.85625131267065,2.5108454762956214,34.10946155379141,330.785828,4.029161,0.0,0.0
3,1.9130859374661402,45.427455569224,1.7992443074110784,43.88890931218426,3.661467,3.646725,0.0,0.0
4,2.2456230981871173,46.77743106603858,1.7016917289614855,46.44502446603294,46.836585,2.186843,0.0,0.0
5,1.5024497680557618,52.73715583025793,1.5786260543560258,48.32549401264223,6.525464,4.379043,0.0,0.0
6,1.3185646240153264,55.78120155620231,1.4765022525270761,49.25634481917967,2.070012,2.228207,0.050709,0.003242
7,1.241308098873416,57.705751747727206,1.4668493025706972,49.034805809933076,2.155862,1.998206,0.050664,0.002246
8,1.1951982416457043,58.88270475161771,1.515933982581797,47.8677112214829,2.100809,1.550092,0.048785,0.001493
9,1.1632132773946022,59.71506295818456,1.6336561676310044,45.234009043435194,1.987921,1.712393,0.046297,0.001924
10,1.139428156119938,60.381599607949035,1.5731810921169196,46.79639113921357,1.908556,1.815475,0.044887,0.001689
11,1.0912467280156897,61.509446228009644,1.6601951461151365,44.602090786492504,1.236961,1.332387,0.036828,0.001383
12,1.0796332902800165,61.830087911428485,1.5030974992298536,48.24268292446971,1.260053,1.500985,0.036184,0.001688
13,1.0710467819617342,62.10762399111884,1.5813892134711902,47.431018170068434,1.252695,1.48708,0.036088,0.001302
14,1.0458994817615495,62.72560432856271,1.6231924231925252,45.63974467871039,0.964295,1.016462,0.032207,0.000965
15,1.040657927031941,62.82931781131546,1.6073625172845,45.805173371204575,0.969817,1.249816,0.031916,0.001236
