epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_energy,val_loss_energy,tr_loss_mono,val_loss_mono
1,11.138669631841397,28.99436926800484,3.0618627732734662,16.522359961225835,812.100567,3.940307,0.0,0.0
2,2.3485900665126667,37.96943602668347,1.9138936199365657,45.27618852292493,3.983423,9.169236,0.0,0.0
3,3.5133478614944345,41.53349935491614,2.001150173599944,43.84131228487014,143.112438,2.831554,0.0,0.0
4,3.4256664300969493,47.410563373238524,1.8947922467426352,45.60994816567635,168.983736,2.374075,0.0,0.0
5,1.5295638256481605,51.47999239901188,1.6507255332625697,46.537896714450724,2.397481,1.846033,0.0,0.0
6,2.0397685272085804,50.54187044315761,1.6148616491588894,47.72472665568968,47.865572,3.733509,0.050178,0.003487
7,1.3411111878534687,55.021852840869315,1.487701979067602,49.670787227744036,2.1842,1.586832,0.041358,0.001462
8,1.2522412953022959,57.1121245761949,1.548105400309067,46.941310543515485,1.85406,2.930117,0.038484,0.002774
9,1.1996098780902182,58.59676757978537,1.5268394145518103,47.01793014846016,1.950369,2.144074,0.038509,0.002054
10,1.1650088830843892,59.608949163391244,1.492372430553611,47.408767527218345,1.999896,2.025613,0.038456,0.001939
11,1.109819254458421,60.95162371108243,1.5728569654601723,46.97807247518086,1.326644,1.239034,0.029968,0.000914
12,1.093215140222219,61.41193355136168,1.5135845687799105,49.954628036970895,1.337232,1.510734,0.029751,0.001153
13,1.0816756550234445,61.795483412843666,1.5943563784890733,47.47919564893516,1.349642,1.308303,0.029565,0.001228
14,1.0530984808133033,62.4987748407293,1.6077637650745311,46.5224180063811,1.001822,1.011165,0.025088,0.00096
15,1.0459204836761684,62.69600048006241,1.596153603471408,47.2195403210671,1.012695,1.291263,0.024962,0.001341
