epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,1.2928798195494682,60.3743478121699,1.5639041498611588,51.0454016298021,0.268854,0.263419,2485784.675988,1940083.833694
2,1.03150841729731,68.37974670038305,1.6180348868108674,51.353748038669835,0.2593,0.262023,1373247.781417,1270707.703892
3,0.968589105609437,70.73237092282577,1.7319079015104974,52.26623475223972,0.257953,0.260806,877936.683363,949585.249231
4,0.9315060696836361,72.13282758767858,1.7507384862118769,51.701169205851095,0.257293,0.260149,715656.375147,707900.482076
5,0.8835447969078012,73.96306136167216,1.7806213606408523,54.703446879586984,0.256219,0.259356,787345.034406,947864.526318
6,0.8672242987949982,74.5580060390726,1.899540915240364,52.31118084729462,0.25596,0.258902,823656.913623,771133.007543
7,0.8544636518532974,75.05132144724347,1.8643834768319327,53.187629700865514,0.255765,0.2587,793186.073984,1082917.135374
8,0.8291360804550871,76.02349476649275,1.9375627226003385,52.27716758617199,0.255218,0.258161,873024.252858,985736.259352
9,0.8212392552551737,76.32699550803966,1.943738550474427,52.91511869210913,0.255117,0.258144,934747.231366,819228.468223
10,0.8144658384973027,76.56866510888469,2.012150315589169,53.15057954142836,0.255059,0.258061,933246.403353,1204631.909615
11,0.8006162091559098,77.14499109076748,2.0586223657173313,52.77501644986587,0.254801,0.257797,1023393.977866,944569.958902
12,0.7965070350188223,77.29047298955433,2.030723789994362,52.90114895986233,0.254735,0.257729,1018120.688049,1200406.808799
13,0.7930092367143424,77.4292863011214,2.090721566934977,51.67039530293061,0.254684,0.257737,1061984.907928,1097996.430306
14,0.7852507563402422,77.71950321692648,2.128423974337942,51.938654654046665,0.25454,0.257585,1105091.667109,1169474.084139
15,0.7830219906062235,77.81046274660436,2.1117477766883552,52.24274940527408,0.254505,0.257566,1128903.177457,1213566.625641
