epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_phys,val_loss_phys,tr_loss_energy,val_loss_energy
1,1.0377294613725798,59.961375542823006,1.1602604917003576,53.46074808928481,0.0,0.0,1537166.879896,1829119.676569
2,0.7681699799567656,68.6421155959583,1.271361877941775,53.81849471073543,0.0,0.0,1287514.849521,1119632.006258
3,0.7055578780362756,70.98593728327091,1.4225562002006351,53.22872905805537,0.0,0.0,1044189.296291,1485503.499252
4,0.668968388134074,72.34899651099516,1.4807126385435412,51.99696310168548,0.0,0.0,888058.800152,1021614.03563
5,0.624037296494493,74.09211186154945,1.5095715105471452,53.00744040087058,0.0,0.0,922194.092956,878279.872803
6,0.6085828252760987,74.68492259103955,1.6383736618032048,50.473047527458625,0.0,0.0,912913.496917,1094591.657697
7,0.5960733973815744,75.13107775039212,1.6382451917397842,51.22842536822392,0.0,0.0,927517.920437,977196.893548
8,0.5723941233165667,76.08420558454169,1.6655123283968418,51.49870931821633,0.0,0.0,993121.225097,1004506.352849
9,0.5649043818075111,76.39293449846889,1.686974607109028,52.153059675051885,0.0,0.0,1023888.992513,1052401.428335
10,0.5583346350279795,76.6379650672727,1.776719891275599,51.52705370248519,0.0,0.0,1050010.932307,970974.662679
11,0.5451582507641066,77.15080609882314,1.7634961396320306,51.53737915675457,0.0,0.0,1107619.397668,1091268.675844
12,0.5412524788676004,77.28215059270404,1.748470209281551,53.108265424912695,0.0,0.0,1147488.476689,1123948.559555
13,0.5376573868978993,77.44827843752334,1.878604143530503,49.98653641747229,0.0,0.0,1166271.594612,1137115.881046
14,0.5303311206025254,77.73161337131761,1.8575444351735613,51.487776484284055,0.0,0.0,1230788.974511,1210917.736959
15,0.5282043521555728,77.81553087289139,1.8298155330311958,51.719390595738226,0.0,0.0,1230864.584545,1254612.300976
