Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-10_13-02-28,12.97,15,2.8337334000977514,34.050941665990855,MC1-06,31.96194704132614,9.940308583685486
