Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-11_12-12-20,13.96,15,2.1286701084256086,32.19942483203474,MC1-06,19.504944025299928,10.002691882052837
