Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-11_15-43-04,45.75,15,1.619602970346656,37.82125574888892,MC1-06,10.859020060562646,10.334737514039777
