epoch,train_loss,train_acc,val_loss,val_acc,tr_loss_temp,val_loss_temp,tr_loss_energy,val_loss_energy
1,68.496435910967,19.588496504545592,3.252659343759826,18.50789123885775,2.1e-05,7e-06,651.17631,2.607442
2,2.5420298691073073,37.32045165871563,2.121988585556182,37.46253668937522,9e-06,1.1e-05,2.07283,1.515112
3,34.91614283697165,30.860661886045186,2.5159326361074976,38.780161713802556,1.7e-05,6e-06,322.010509,2.632749
4,3.35863785959701,41.48729334813525,2.3701311832746734,38.35836691890511,9e-06,5e-06,12.044803,1.965654
5,1.9963483696455444,47.03691479892386,1.9406104898927565,46.692877278997905,7e-06,9e-06,1.531878,1.504641
6,5.006500790406193,41.43133607368958,1.8957019327122968,46.046641217090816,9e-06,9e-06,28.741618,1.504876
7,1.6175008034872316,52.560582875773854,1.5709752085398798,52.025292208985775,1e-05,8e-06,1.294466,1.274793
8,1.43332556116211,55.71994359266704,1.523967805970575,51.81632965004576,1.2e-05,1.1e-05,1.149652,1.238832
9,1.3436541099588972,57.55848260273836,1.4544948343839021,52.145639164227156,1.3e-05,1.1e-05,1.03841,1.05539
10,1.2949553159167715,58.604468580915515,1.496923773397547,51.432651173769784,1.4e-05,1.2e-05,0.980167,1.197703
11,1.2615400290028274,59.37361857041415,1.5296654677454262,49.64795613334133,1.5e-05,1.4e-05,0.942346,1.090107
12,1.2348898329154367,60.002100273035495,1.464621784417347,50.503348238039315,1.6e-05,1.5e-05,0.91164,0.968985
13,1.178772387800303,61.202106273815595,1.484320052274445,51.219625453961484,1.7e-05,1.5e-05,0.786039,0.952077
14,1.1644705902266697,61.59740766299618,1.4721690871715694,51.06870805028259,1.7e-05,1.4e-05,0.781971,0.97145
15,1.155638330814255,61.860491863942315,1.4884316104533002,50.608023001360195,1.7e-05,1.4e-05,0.778955,0.95795
