Timestamp,Duracion_Minutos,Epocas_Completadas,Best_Val_Loss,Best_Val_Acc,Test_Target_Domain,Test_Loss,Test_Accuracy_Percent
2026-08-20_10-21-47,87.87,15,1.4360782475277691,55.483322366756084,MC1-01B,8.693101867946348,15.823705963050397
